,Values
NAV,"9,027.29"
Open Price,"9,100.00"
Bid / Ask / Spread,"0.00 / 9,910.00 / 0.00%"
Volume / Avg,"44.0 / 1,276.4"
Day Range,"9,000.00 – 9,135.00"
Year Range,"9,000.00 – 13,075.00"
SEC Yield ,—
12-Month Yield ,0.93%
Premium ,—
Expense Ratio,0.250%
Total Assets,4.3 Bil
