,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,-14.21,53.06,-16.15,-26.64
Fund (NAV),—,—,—,—,—,—,—,-13.78,52.92,-16.26,-26.09
+/ Category (NAV),—,—,—,—,—,—,—,-5.29,30.26,1.88,-17.13
+/- Index (Price),—,—,—,—,—,—,—,-2.33,34.26,-4.27,-11.55
Percentile Rank,—,—,—,—,—,—,—,78,4,38,95
# of Funds in Category,—,—,—,—,—,—,218,256,272,369,476
