,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.40,0.35,-14.53,-23.75,-26.64,-31.22,-5.55,—,—,—,—
Total Return % (NAV),2.02,4.58,-14.21,-22.72,-26.09,-30.83,-5.54,—,—,—,-4.25
+/- Category (NAV),1.14,1.13,-5.01,-10.92,-17.13,-12.97,-0.45,—,—,—,—
+/- Index (NAV),2.02,4.49,-4.24,-6.99,-11.00,-12.46,1.92,—,—,—,—
