,Values
Sustainability Rate,Low
Percent Rank in Global Category,97%
Historical Sustainability Score,35.79
Global Category,Korea Equity
Portfolio ESG,36.48
Controversy Deduction,0.09
Sustainability Score,36.39
Sustainability Mandate,No
