,Values
NAV,"8,684.84"
Open Price,"8,515.00"
Bid / Ask / Spread,"8,600.00 / 8,630.00 / 0.35%"
Volume / Avg,"212,309.0 / 780,660.4"
Day Range,"8,505.00 – 8,625.00"
Year Range,"7,950.00 – 14,560.00"
SEC Yield ,—
12-Month Yield ,1.26%
Premium ,—
Expense Ratio,0.220%
Total Assets,318.4 Bil
