,Values
NAV,"8,619.44"
Open Price,"8,505.00"
Bid / Ask / Spread,"8,485.00 / 0.00 / 0.00%"
Volume / Avg,"425,428.0 / 803,910.7"
Day Range,"8,430.00 – 8,520.00"
Year Range,"7,950.00 – 14,560.00"
SEC Yield ,—
12-Month Yield ,1.26%
Premium ,—
Expense Ratio,0.220%
Total Assets,336.5 Bil
