Sectors,Fund %,Category %
Basic Materials,5.34,9.15
Consumer Cyclical,12.44,17.36
Financial Services,0.61,6.02
Real Estate,0.00,1.52
Communication Services,0.26,0.59
Energy,0.33,0.85
Industrials,7.86,14.91
Technology,25.28,23.36
Consumer Defensive,4.08,7.26
Healthcare,43.66,18.74
Utilities,0.14,0.24
