Sectors,Fund %,Category %
Basic Materials,4.93,3.03
Consumer Cyclical,11.81,17.26
Financial Services,18.31,17.46
Real Estate,3.15,1.25
Communication Services,3.79,2.30
Energy,5.94,3.60
Industrials,10.58,9.33
Technology,18.26,20.73
Consumer Defensive,8.62,10.55
Healthcare,11.39,11.88
Utilities,3.23,2.59
