,Fund,Cat. Average,Index
Price/Earnings ,15.93,17.50,15.86
Price/Book ,2.09,2.56,1.99
Price/Sales ,1.55,1.86,1.45
Price/Cash Flow ,7.60,9.84,7.47
Dividend Yield % ,2.66,2.32,2.64
Long-Term Earnings % ,8.83,8.64,9.11
Historical Earnings % ,9.30,8.29,8.71
Sales Growth % ,5.17,3.60,-17.33
Cash-Flow Growth % ,7.79,5.53,4.42
Book-Value Growth % ,5.38,4.22,4.36
