,Values
NAV,"13,031.59"
Open Price,"13,080.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"1,397.0 / 1,877.0"
Day Range,"13,035.00 – 13,095.00"
Year Range,"11,100.00 – 13,810.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.470%
Total Assets,6.6 Bil
