,Values
NAV,"13,060.20"
Open Price,"13,050.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"478.0 / 1,964.8"
Day Range,"12,910.00 – 13,050.00"
Year Range,"11,100.00 – 13,810.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.470%
Total Assets,6.7 Bil
