,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.03,0.51,-5.07,-1.52,11.67,-1.41,6.66,3.90,—,—,—
Total Return % (NAV),-0.51,-0.89,-3.67,0.14,13.43,-2.23,7.15,4.15,—,—,4.89
+/- Category (NAV),-0.23,-0.43,-1.51,-0.97,-1.65,-2.34,0.23,0.03,—,—,—
+/- Index (NAV),0.27,-1.80,0.79,0.75,1.16,-1.72,-1.04,-1.71,—,—,—
