,Values
NAV,"72,836.97"
Open Price,"73,060.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"4,541.0 / 2,682.9"
Day Range,"72,995.00 – 73,145.00"
Year Range,"65,305.00 – 73,310.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.270%
Total Assets,14.4 Bil
