,Values
NAV,"73,183.76"
Open Price,"73,070.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"12,674.0 / 2,719.2"
Day Range,"73,050.00 – 73,200.00"
Year Range,"65,340.00 – 73,310.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.270%
Total Assets,14.9 Bil
