,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,0.95,11.29,6.36,1.26,-1.58,6.33,6.58
Fund (NAV),—,—,—,—,0.84,11.77,6.28,1.01,-1.28,6.21,6.19
+/ Category (NAV),—,—,—,—,-0.99,7.48,3.55,-0.29,-1.70,3.19,3.22
+/- Index (Price),—,—,—,—,-1.30,4.63,2.07,-0.51,-2.21,1.60,1.29
Percentile Rank,—,—,—,—,92,1,3,77,100,2,3
# of Funds in Category,—,—,—,245,257,276,329,366,449,545,717
