,Values
NAV,"12,427.27"
Open Price,"12,305.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"2,598.0 / 1,420.8"
Day Range,"12,250.00 – 12,305.00"
Year Range,"11,670.00 – 15,310.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.290%
Total Assets,27.3 Bil
