Sectors,Fund %,Category %
Basic Materials,7.79,8.76
Consumer Cyclical,19.65,20.08
Financial Services,14.19,5.60
Real Estate,3.97,1.77
Communication Services,5.48,4.46
Energy,2.00,1.19
Industrials,19.47,26.53
Technology,11.61,20.10
Consumer Defensive,7.92,4.91
Healthcare,5.82,6.04
Utilities,2.11,0.57
