,Values
NAV,"6,393.07"
Open Price,"6,340.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"76,096.0 / 47,642.0"
Day Range,"6,290.00 – 6,370.00"
Year Range,"6,290.00 – 8,715.00"
SEC Yield ,—
12-Month Yield ,4.27%
Premium ,—
Expense Ratio,0.470%
Total Assets,62.7 Bil
