,Values
NAV,"6,393.07"
Open Price,"6,440.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"28,756.0 / 46,651.2"
Day Range,"6,380.00 – 6,460.00"
Year Range,"6,380.00 – 8,715.00"
SEC Yield ,—
12-Month Yield ,4.27%
Premium ,—
Expense Ratio,0.470%
Total Assets,62.7 Bil
