,Fund,Cat. Average,Index
Price/Earnings ,5.11,9.59,11.73
Price/Book ,0.43,0.96,1.24
Price/Sales ,1.01,1.50,1.80
Price/Cash Flow ,1.80,5.09,4.08
Dividend Yield % ,5.35,3.35,3.31
Long-Term Earnings % ,6.47,9.32,7.95
Historical Earnings % ,16.30,3.83,7.07
Sales Growth % ,10.38,3.64,-0.86
Cash-Flow Growth % ,—,9.11,-41.07
Book-Value Growth % ,5.96,2.07,1.63
