,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.94,-3.65,-13.52,-13.70,-14.04,-18.81,2.89,-3.39,-0.83,—,—
Total Return % (NAV),-0.28,-3.39,-12.11,-12.19,-13.19,-18.29,3.20,-3.20,-0.74,—,-1.05
+/- Category (NAV),-0.36,-2.46,-4.25,-7.94,-16.04,-15.09,-1.32,-5.11,-3.11,—,—
+/- Index (NAV),-0.25,0.23,-3.71,-8.96,-20.41,-14.28,-5.63,-7.21,-6.82,—,—
