,Values
Sustainability Rate,Average
Percent Rank in Global Category,63%
Historical Sustainability Score,43.58
Global Category,Financials Sector Equity
Portfolio ESG,49.94
Controversy Deduction,5.31
Sustainability Score,44.63
Sustainability Mandate,No
