,Net,Short,Long,Cat.,Index
U.S.Stock,0.00,0.00,0.00,0.00,—
Non-U.S.Stock,0.00,0.00,0.00,0.00,—
Bonds,41.24,0.00,41.24,29.68,—
Other,0.00,0.00,0.00,0.01,—
Cash,58.76,0.01,58.77,73.37,—
Not Classified,0.00,0.00,0.00,0.00,—
