,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.01,0.03,0.15,0.44,1.06,1.64,1.41,1.50,—,—,—
Total Return % (NAV),0.00,0.03,0.13,0.43,1.05,1.66,1.43,1.53,—,—,1.89
+/- Category (NAV),-0.02,-0.01,-0.08,-0.09,-0.12,-0.12,0.03,0.07,—,—,—
+/- Index (NAV),-0.00,-0.01,-0.04,-0.10,-0.28,-0.44,-0.48,-0.48,—,—,—
