,Values
NAV,"101,097.22"
Open Price,"101,110.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"1,135.0 / 18,611.0"
Day Range,"101,110.00 – 101,115.00"
Year Range,"100,035.00 – 101,565.00"
SEC Yield ,—
12-Month Yield ,1.53%
Premium ,—
Expense Ratio,0.110%
Total Assets,837.4 Bil
