,Values
NAV,"6,871.94"
Open Price,"6,830.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"1,516.0 / 9,540.7"
Day Range,"6,735.00 – 6,830.00"
Year Range,"5,205.00 – 8,005.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,2.540%
Total Assets,9.6 Bil
