,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,-17.55,-30.74,29.62
Fund (NAV),—,—,—,—,—,—,—,—,-18.19,-30.46,28.34
+/ Category (NAV),—,—,—,—,—,—,—,—,-49.65,-8.84,11.13
+/- Index (Price),—,—,—,—,—,—,—,—,-52.92,-19.93,23.69
Percentile Rank,—,—,—,—,—,—,—,—,100,97,17
# of Funds in Category,—,—,—,—,—,—,—,636,734,890,923
