,Values
NAV,"6,885.62"
Open Price,"6,840.00"
Bid / Ask / Spread,"6,800.00 / 0.00 / 0.00%"
Volume / Avg,"7,703.0 / 9,399.7"
Day Range,"6,785.00 – 6,900.00"
Year Range,"5,205.00 – 8,005.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,2.540%
Total Assets,9.6 Bil
