,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.22,0.82,-0.07,0.30,25.07,0.75,—,—,—,—,—
Total Return % (NAV),2.40,0.10,1.59,-0.71,28.09,3.76,—,—,—,—,-12.71
+/- Category (NAV),1.49,0.15,5.45,1.66,10.93,2.83,—,—,—,—,—
+/- Index (NAV),2.21,-0.55,6.28,4.45,21.44,8.64,—,—,—,—,—
