,Values
NAV,"10,312.89"
Open Price,"10,230.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,7.0 / 14.1
Day Range,"10,215.00 – 10,250.00"
Year Range,"9,830.00 – 10,640.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.400%
Total Assets,7.4 Bil
