,Fund,Category,Index
U.S.Stock,—,40.53,69.52
Non-U.S.Stock,—,45.78,30.48
Bonds,—,0.23,0.00
Other,—,0.57,0.00
Cash,—,31.72,0.00
Not Classified,—,0.09,0.00
