,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.15,-0.31,-7.24,-5.65,-3.07,—,—,—,—,—,—
Total Return % (NAV),0.19,-0.71,-6.36,-5.87,-2.04,—,—,—,—,—,-4.15
+/- Category (NAV),0.14,-0.53,0.67,2.09,2.73,—,—,—,—,—,—
+/- Index (NAV),-0.12,-0.08,-0.40,-1.40,-2.71,—,—,—,—,—,—
