,Values
NAV,"13,047.05"
Open Price,"13,030.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"512.0 / 3,680.3"
Day Range,"13,010.00 – 13,045.00"
Year Range,"12,845.00 – 14,820.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.110%
Total Assets,95.2 Bil
