,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,-2.81
Fund (NAV),—,—,—,—,—,—,—,—,—,—,-2.23
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,2.64
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,-3.30
Percentile Rank,—,—,—,—,—,—,—,—,—,—,15
# of Funds in Category,—,—,—,—,—,—,—,—,—,"2,015","2,284"
