,Values
NAV,"13,071.60"
Open Price,"12,955.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"18,276.0 / 3,691.3"
Day Range,"12,925.00 – 12,960.00"
Year Range,"12,845.00 – 14,820.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.110%
Total Assets,95.4 Bil
