Sectors,Fund %,Category %
Basic Materials,7.62,8.70
Consumer Cyclical,10.32,13.65
Financial Services,11.50,11.56
Real Estate,0.00,0.29
Communication Services,2.77,2.34
Energy,1.84,1.96
Industrials,9.26,10.46
Technology,44.09,38.20
Consumer Defensive,6.34,6.64
Healthcare,4.98,4.97
Utilities,1.29,1.23
