,Values
NAV,"3,995.13"
Open Price,"3,835.00"
Bid / Ask / Spread,"3,860.00 / 3,995.00 / 3.44%"
Volume / Avg,"116,629.0 / 190,736.8"
Day Range,"3,825.00 – 3,870.00"
Year Range,"3,235.00 – 5,845.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.770%
Total Assets,45.5 Bil
