,Values
NAV,"3,806.12"
Open Price,"3,815.00"
Bid / Ask / Spread,"3,820.00 / 4,200.00 / 9.48%"
Volume / Avg,"226,386.0 / 182,171.9"
Day Range,"3,815.00 – 3,835.00"
Year Range,"3,235.00 – 5,845.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.770%
Total Assets,43.6 Bil
