,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,1.20,-13.10,9.38,-42.68,-34.87,19.74,-6.47,-19.59,10.60
Fund (NAV),—,—,1.16,-12.79,9.87,-42.86,-34.41,19.57,-6.97,-21.67,17.47
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,—
Percentile Rank,—,—,—,—,—,—,—,—,—,—,—
# of Funds in Category,—,—,—,—,—,—,—,—,—,—,—
