,Values
NAV,"3,995.13"
Open Price,"3,960.00"
Bid / Ask / Spread,"3,950.00 / 3,970.00 / 0.51%"
Volume / Avg,"425,624.0 / 187,593.5"
Day Range,"3,935.00 – 3,975.00"
Year Range,"3,235.00 – 5,845.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.770%
Total Assets,45.5 Bil
