,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-2.28,4.61,-7.21,-12.67,10.60,-21.94,-2.23,-18.19,—,—,—
Total Return % (NAV),4.00,6.56,-5.21,-7.39,17.47,-21.62,-0.43,-17.69,—,—,-9.65
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
