,Net,Short,Long,Cat.,Index
U.S.Stock,0.00,0.00,0.00,4.81,—
Non-U.S.Stock,-82.36,89.66,7.30,5.39,—
Bonds,9.21,0.00,9.21,12.48,—
Other,0.00,0.00,0.00,19.44,—
Cash,173.15,18.93,192.08,78.62,—
Not Classified,0.00,0.00,0.00,0.77,—
