,Values
NAV,"10,897.87"
Open Price,"11,000.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,9.0 / 381.0
Day Range,"10,970.00 – 11,000.00"
Year Range,"9,335.00 – 11,045.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.580%
Total Assets,7.6 Bil
