,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.78,1.01,8.83,7.55,5.63,—,—,—,—,—,—
Total Return % (NAV),-1.07,-1.26,7.72,7.31,4.53,—,—,—,—,—,8.96
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
