,Values
NAV,"11,015.47"
Open Price,"10,925.00"
Bid / Ask / Spread,"10,845.00 / 10,865.00 / 0.18%"
Volume / Avg,20.0 / 393.6
Day Range,"10,925.00 – 10,960.00"
Year Range,"9,335.00 – 11,045.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.580%
Total Assets,7.7 Bil
