,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,24.61,6.51,5.09,31.44,-26.87,21.04,-10.98,-15.01
Fund (NAV),—,—,—,24.75,7.42,4.73,31.30,-26.79,21.00,-11.04,-14.35
+/ Category (NAV),—,—,—,11.89,-7.59,-0.37,25.86,-21.58,-5.42,1.74,-21.60
+/- Index (Price),—,—,—,4.75,-19.74,1.11,27.02,-29.27,-0.55,-1.54,-28.52
Percentile Rank,—,—,—,5,91,51,1,100,69,35,88
# of Funds in Category,—,—,37,69,80,100,119,139,129,129,132
