,Values
Sustainability Rate,Low
Percent Rank in Global Category,99%
Historical Sustainability Score,36.91
Global Category,Consumer Goods & Services Sector Equity
Portfolio ESG,38.70
Controversy Deduction,1.63
Sustainability Score,37.07
Sustainability Mandate,No
