,Values
NAV,"6,444.84"
Open Price,"6,385.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"19,200.0 / 73,068.6"
Day Range,"6,380.00 – 6,415.00"
Year Range,"6,150.00 – 8,575.00"
SEC Yield ,—
12-Month Yield ,0.95%
Premium ,—
Expense Ratio,0.550%
Total Assets,168.6 Bil
