Sectors,Fund %,Category %
Basic Materials,0.00,1.61
Consumer Cyclical,38.02,25.42
Financial Services,0.00,9.63
Real Estate,0.00,0.34
Communication Services,0.00,2.05
Energy,0.00,0.00
Industrials,6.35,3.62
Technology,6.06,18.47
Consumer Defensive,36.04,23.67
Healthcare,13.53,14.74
Utilities,0.00,0.46
