,Values
Sustainability Rate,Low
Percent Rank in Global Category,92%
Historical Sustainability Score,39.85
Global Category,Consumer Goods & Services Sector Equity
Portfolio ESG,45.06
Controversy Deduction,4.04
Sustainability Score,41.02
Sustainability Mandate,No
