,Values
NAV,"9,153.78"
Open Price,"9,060.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"27,023.0 / 21,064.7"
Day Range,"9,035.00 – 9,095.00"
Year Range,"8,915.00 – 12,885.00"
SEC Yield ,—
12-Month Yield ,1.60%
Premium ,—
Expense Ratio,0.420%
Total Assets,140.6 Bil
