,Values
NAV,"9,188.60"
Open Price,"9,125.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"14,024.0 / 20,742.2"
Day Range,"9,105.00 – 9,185.00"
Year Range,"8,915.00 – 12,885.00"
SEC Yield ,—
12-Month Yield ,1.60%
Premium ,—
Expense Ratio,0.420%
Total Assets,141.1 Bil
