,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.82,-1.25,-10.67,-14.82,-21.17,-23.27,-13.31,-3.48,—,—,—
Total Return % (NAV),-0.25,0.88,-9.92,-14.29,-20.49,-23.18,-13.03,-3.27,—,—,3.05
+/- Category (NAV),-0.30,-0.51,-5.16,-10.14,-27.43,-18.56,-17.75,-7.11,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
