,Values
NAV,"7,470.37"
Open Price,"7,480.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"2.0 / 2,741.1"
Day Range,"7,460.00 – 7,480.00"
Year Range,"7,370.00 – 9,740.00"
SEC Yield ,—
12-Month Yield ,1.84%
Premium ,—
Expense Ratio,0.130%
Total Assets,21.7 Bil
