,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-11.43,-13.26
Fund (NAV),—,—,—,—,—,—,—,—,—,-11.52,-12.33
+/ Category (NAV),—,—,—,—,—,—,—,—,—,5.16,-7.55
+/- Index (Price),—,—,—,—,—,—,—,—,—,6.20,-13.92
Percentile Rank,—,—,—,—,—,—,—,—,—,9,96
# of Funds in Category,—,—,—,—,—,—,—,—,"2,058","2,015","2,325"
