,Values
Sustainability Rate,High
Percent Rank in Global Category,4%
Historical Sustainability Score,43.64
Global Category,Korea Equity
Portfolio ESG,48.80
Controversy Deduction,4.81
Sustainability Score,43.99
Sustainability Mandate,Yes
