,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-11.43,-13.96
Fund (NAV),—,—,—,—,—,—,—,—,—,-11.52,-12.66
+/ Category (NAV),—,—,—,—,—,—,—,—,—,5.16,-7.79
+/- Index (Price),—,—,—,—,—,—,—,—,—,6.20,-14.46
Percentile Rank,—,—,—,—,—,—,—,—,—,9,97
# of Funds in Category,—,—,—,—,—,—,—,—,"2,058","2,015","2,284"
