,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.21,-1.47,-10.40,-11.26,-13.96,-19.55,—,—,—,—,—
Total Return % (NAV),0.38,1.07,-9.24,-10.44,-12.66,-18.75,—,—,—,—,-12.71
+/- Category (NAV),-0.38,-0.41,-2.14,-3.66,-7.79,-5.86,—,—,—,—,—
+/- Index (NAV),0.38,-0.18,-3.04,-6.73,-13.16,-8.96,—,—,—,—,—
