,Values
NAV,"7,498.91"
Open Price,"7,450.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"3.0 / 2,697.7"
Day Range,"7,430.00 – 7,450.00"
Year Range,"7,370.00 – 9,740.00"
SEC Yield ,—
12-Month Yield ,1.84%
Premium ,—
Expense Ratio,0.130%
Total Assets,21.7 Bil
