,Values
NAV,"101,253.76"
Open Price,"101,270.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"22,623.0 / 51,577.4"
Day Range,"101,265.00 – 101,270.00"
Year Range,"100,030.00 – 101,685.00"
SEC Yield ,—
12-Month Yield ,1.65%
Premium ,—
Expense Ratio,0.170%
Total Assets,1.4 Tril
