,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,2.51,2.47,1.74,1.28,1.23,1.65,1.23
Fund (NAV),—,—,—,—,2.56,2.57,1.77,1.30,1.25,1.67,1.22
+/ Category (NAV),—,—,—,—,0.73,-1.72,-0.96,-0.00,0.83,-1.36,-1.89
+/- Index (Price),—,—,—,—,0.26,-4.20,-2.54,-0.49,0.60,-3.09,-4.38
Percentile Rank,—,—,—,—,14,85,73,52,15,87,92
# of Funds in Category,—,—,—,245,257,276,329,366,449,545,717
