,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.01,0.04,0.21,0.57,1.21,1.80,1.48,1.59,—,—,—
Total Return % (NAV),0.01,0.03,0.20,0.56,1.20,1.83,1.50,1.62,—,—,2.01
+/- Category (NAV),0.01,0.07,-0.70,-1.38,-1.76,-2.72,-0.24,-0.77,—,—,—
+/- Index (NAV),-0.28,-0.19,-1.80,-3.40,-4.09,-6.40,-1.29,-2.26,—,—,—
