,Values
NAV,"9,647.13"
Open Price,"9,765.00"
Bid / Ask / Spread,"9,625.00 / 9,750.00 / 1.29%"
Volume / Avg,"199,648.0 / 685,893.5"
Day Range,"9,650.00 – 9,785.00"
Year Range,"6,120.00 – 10,800.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.360%
Total Assets,17.8 Bil
