,Values
NAV,"9,688.44"
Open Price,"9,785.00"
Bid / Ask / Spread,"9,830.00 / 9,880.00 / 0.51%"
Volume / Avg,"309,753.0 / 713,996.0"
Day Range,"9,780.00 – 9,870.00"
Year Range,"6,120.00 – 10,800.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.360%
Total Assets,16.5 Bil
